kmeans_labels,Driver,LapNumber,Team,LapTime_Sec,Position,Compound,Sector1Time_Sec,Sector2Time_Sec,Sector3Time_Sec,TyreLife,TrackTemp,SpeedST,Compound_Num,pca_x,pca_y
0,LEC,11.0,Ferrari,75.772,5.0,MEDIUM,25.929,27.29,22.553,11.0,27.7,306.0,2,0.09855170625469663,0.38848550665239673
0,RUS,11.0,Mercedes,76.198,6.0,MEDIUM,25.652,27.625,22.921,11.0,27.7,305.0,2,0.10754633465197151,0.39100268646407815
0,HAM,11.0,Ferrari,76.558,7.0,MEDIUM,26.071,27.54,22.947,11.0,27.7,298.0,2,0.12046852110081079,0.3911988207825121
0,LAW,11.0,Racing Bulls,76.296,8.0,MEDIUM,25.924,27.5,22.872,11.0,27.7,295.0,2,0.12180615828389553,0.39070977151492553
0,SAI,11.0,Williams,76.462,9.0,MEDIUM,25.91,27.619,22.933,11.0,27.7,293.0,2,0.12709003156340679,0.39136762467209335
0,ALB,11.0,Williams,76.61,10.0,MEDIUM,25.795,27.961,22.854,11.0,27.7,299.0,2,0.12111526669309045,0.3919074499953855
0,TSU,11.0,Red Bull Racing,76.809,11.0,SOFT,25.993,27.822,22.994,11.0,27.7,307.0,1,0.11870707706052228,0.2130719561227436
0,ANT,11.0,Mercedes,76.993,12.0,MEDIUM,26.452,27.735,22.806,11.0,27.7,290.0,2,0.13596703349038153,0.3915072681126149
0,ALO,11.0,Aston Martin,76.794,13.0,MEDIUM,25.972,27.915,22.907,11.0,27.7,314.0,2,0.10136084374045794,0.3918650636175464
0,COL,11.0,Alpine,76.82,14.0,SOFT,26.094,27.882,22.844,11.0,27.7,306.0,1,0.11969259491880152,0.21266300378886127
0,GAS,11.0,Alpine,77.012,15.0,MEDIUM,26.048,27.807,23.157,11.0,27.7,310.0,2,0.10988032103666857,0.3927458825743433
0,HUL,11.0,Kick Sauber,77.148,16.0,SOFT,26.14,27.903,23.105,11.0,27.7,304.0,1,0.12704625322043334,0.21393959461847495
1,OCO,11.0,Haas F1 Team,77.171,17.0,HARD,26.184,27.962,23.025,11.0,27.7,315.0,3,0.09700026674530779,0.5716476737893988
0,BOR,11.0,Kick Sauber,77.581,18.0,MEDIUM,26.264,28.081,23.236,11.0,27.7,303.0,2,0.12678285097906244,0.3941633055182623
1,BEA,11.0,Haas F1 Team,77.227,19.0,HARD,26.127,28.001,23.099,11.0,27.7,306.0,3,0.11098585570984972,0.5722036817691786
1,STR,11.0,Aston Martin,75.716,20.0,HARD,25.815,26.942,22.959,3.0,27.7,301.0,3,0.11306342148471492,0.4890485156363902
0,PIA,12.0,McLaren,75.25,1.0,MEDIUM,25.474,27.098,22.678,12.0,27.7,292.0,2,0.11185618050939361,0.3983177947265961
0,NOR,12.0,McLaren,74.945,2.0,MEDIUM,25.329,26.957,22.659,12.0,27.7,294.0,2,0.10546374757673119,0.3976905454293198
0,VER,12.0,Red Bull Racing,76.08,3.0,SOFT,25.669,27.539,22.872,12.0,27.7,294.0,1,0.1268854541020338,0.22158893990616813
0,HAD,12.0,Racing Bulls,76.066,4.0,MEDIUM,25.55,27.657,22.859,12.0,27.7,296.0,2,0.11724444294243583,0.4008100483277064
0,LEC,12.0,Ferrari,76.15,5.0,MEDIUM,25.94,27.499,22.711,12.0,27.7,316.0,2,0.08774601245519649,0.3995746764819688
0,RUS,12.0,Mercedes,76.34,6.0,MEDIUM,25.749,27.704,22.887,12.0,27.7,305.0,2,0.10720202523817231,0.40104752725322046
0,HAM,12.0,Ferrari,76.171,7.0,MEDIUM,25.917,27.44,22.814,12.0,27.7,297.0,2,0.11538868410019593,0.40013404161487875
0,LAW,12.0,Racing Bulls,76.527,8.0,MEDIUM,26.006,27.559,22.962,12.0,27.7,297.0,2,0.11999036315654454,0.40120288475714194
0,SAI,12.0,Williams,76.595,9.0,MEDIUM,25.898,27.686,23.011,12.0,27.7,296.0,2,0.12294689121299333,0.4017644514558614
0,ALB,12.0,Williams,76.614,10.0,MEDIUM,25.777,27.888,22.949,12.0,27.7,305.0,2,0.1109203898537112,0.4019008094171983
0,TSU,12.0,Red Bull Racing,76.967,11.0,SOFT,26.078,27.88,23.009,12.0,27.7,299.0,1,0.13011668574079446,0.22338773350085467
0,ANT,12.0,Mercedes,76.887,12.0,MEDIUM,26.144,27.781,22.962,12.0,27.7,304.0,2,0.11430354557551067,0.40184957097957974
0,ALO,12.0,Aston Martin,76.748,13.0,MEDIUM,25.897,27.722,23.129,12.0,27.7,326.0,2,0.0822480430838463,0.4019281505033092
0,COL,12.0,Alpine,77.067,14.0,SOFT,25.997,27.972,23.098,12.0,27.7,305.0,1,0.12339371525672033,0.22392491063378273
0,GAS,12.0,Alpine,76.931,15.0,MEDIUM,25.911,27.788,23.232,12.0,27.7,309.0,2,0.1091040414497453,0.4028594242913866
0,HUL,12.0,Kick Sauber,77.072,16.0,SOFT,26.097,27.781,23.194,12.0,27.7,311.0,1,0.1144278829986226,0.22372693519519138
1,OCO,12.0,Haas F1 Team,77.303,17.0,HARD,26.142,27.92,23.241,12.0,27.7,313.0,3,0.10022479251783402,0.5823833028263623
0,BOR,12.0,Kick Sauber,77.264,18.0,MEDIUM,26.273,27.756,23.235,12.0,27.7,302.0,2,0.12192609273981261,0.4030844183003365
1,BEA,12.0,Haas F1 Team,77.113,19.0,HARD,26.146,27.909,23.058,12.0,27.7,315.0,3,0.09458776532484549,0.5815103567177803
1,STR,12.0,Aston Martin,75.88,20.0,HARD,26.017,26.895,22.968,4.0,27.7,302.0,3,0.11108642439350236,0.4989405336540964
0,PIA,13.0,McLaren,75.061,1.0,MEDIUM,25.303,27.077,22.681,13.0,27.4,297.0,2,0.10410189778975558,0.43098077798533063
0,NOR,13.0,McLaren,74.996,2.0,MEDIUM,25.279,26.944,22.773,13.0,27.4,296.0,2,0.10479856167078079,0.4309833045361009
0,VER,13.0,Red Bull Racing,76.131,3.0,SOFT,25.594,27.584,22.953,13.0,27.4,294.0,1,0.12918921037818257,0.25493052877755495
0,HAD,13.0,Racing Bulls,75.998,4.0,MEDIUM,25.577,27.608,22.813,13.0,27.4,295.0,2,0.1187264961603338,0.43337364196845907
0,LEC,13.0,Ferrari,76.175,5.0,MEDIUM,25.935,27.403,22.837,13.0,27.4,302.0,2,0.10937940416733995,0.4329412131118002
0,RUS,13.0,Mercedes,76.228,6.0,MEDIUM,25.827,27.471,22.93,13.0,27.4,306.0,2,0.10500020484597636,0.4334389134388875
0,HAM,13.0,Ferrari,76.48,7.0,MEDIUM,25.817,27.566,23.097,13.0,27.4,310.0,2,0.10294301254818866,0.43440115810432456
0,LAW,13.0,Racing Bulls,76.328,8.0,MEDIUM,25.817,27.47,23.041,13.0,27.4,291.0,2,0.12796341625985416,0.434155992637147
0,SAI,13.0,Williams,76.621,9.0,MEDIUM,25.918,27.636,23.067,13.0,27.4,301.0,2,0.11725325430368487,0.43467904601546037
0,ALB,13.0,Williams,76.592,10.0,MEDIUM,25.764,27.878,22.95,13.0,27.4,305.0,2,0.1118444333329687,0.43475413638007593
0,TSU,13.0,Red Bull Racing,76.794,11.0,SOFT,25.938,27.806,23.05,13.0,27.4,308.0,1,0.116728719065093,0.2560114249539799
0,ANT,13.0,Mercedes,76.828,12.0,MEDIUM,26.192,27.715,22.921,13.0,27.4,309.0,2,0.1072259330130089,0.43430120267575234
0,ALO,13.0,Aston Martin,77.056,13.0,MEDIUM,26.097,27.783,23.176,13.0,27.4,321.0,2,0.09387373833285212,0.4353984665867375
0,COL,13.0,Alpine,77.233,14.0,SOFT,26.03,27.965,23.238,13.0,27.4,299.0,1,0.13536867484908696,0.25752200864763003
0,GAS,13.0,Alpine,76.775,15.0,MEDIUM,25.925,27.733,23.117,13.0,27.4,306.0,2,0.1122449846255764,0.43512317487265706
0,HUL,13.0,Kick Sauber,77.465,16.0,SOFT,26.272,27.834,23.359,13.0,27.4,303.0,1,0.13172484352270522,0.25772822670256057
1,OCO,13.0,Haas F1 Team,77.376,17.0,HARD,26.21,27.823,23.343,13.0,27.4,295.0,3,0.12786454013878015,0.6157433769806837
0,BOR,13.0,Kick Sauber,77.284,18.0,MEDIUM,26.173,27.86,23.251,13.0,27.4,301.0,2,0.12531765245063348,0.4363205997677144
1,BEA,13.0,Haas F1 Team,77.227,19.0,HARD,26.419,27.752,23.056,13.0,27.4,308.0,3,0.10596631416956362,0.6141680007392614
1,STR,13.0,Aston Martin,75.468,20.0,HARD,25.854,26.773,22.841,5.0,27.4,303.0,3,0.10582531349448629,0.5307856205422169
1,PIA,14.0,McLaren,75.439,1.0,MEDIUM,25.45,27.176,22.813,14.0,27.3,294.0,2,0.11217596052796852,0.4495586357300339
1,NOR,14.0,McLaren,75.068,2.0,MEDIUM,25.303,27.026,22.739,14.0,27.3,293.0,2,0.10913179315750406,0.44870604917802775
0,VER,14.0,Red Bull Racing,76.034,3.0,SOFT,25.61,27.634,22.79,14.0,27.3,296.0,1,0.12397946089369162,0.2719016501910796
1,HAD,14.0,Racing Bulls,76.075,4.0,MEDIUM,25.556,27.706,22.813,14.0,27.3,297.0,2,0.11622642562723091,0.4511929290043961
0,LEC,14.0,Ferrari,76.208,5.0,MEDIUM,25.96,27.449,22.799,14.0,27.3,305.0,2,0.10457938562374569,0.45044291289216526
1,RUS,14.0,Mercedes,76.505,6.0,MEDIUM,25.811,27.631,23.063,14.0,27.3,301.0,2,0.11535392305551156,0.45214893878820744
1,HAM,14.0,Ferrari,76.584,7.0,MEDIUM,25.978,27.577,23.029,14.0,27.3,291.0,2,0.12989085116609445,0.452081667493203
1,LAW,14.0,Racing Bulls,76.56,8.0,MEDIUM,25.892,27.609,23.059,14.0,27.3,288.0,2,0.13430068474537182,0.4523116954453545
1,SAI,14.0,Williams,76.649,9.0,MEDIUM,25.925,27.746,22.978,14.0,27.3,298.0,2,0.12102751676632768,0.45223457534796674
1,ALB,14.0,Williams,76.933,10.0,MEDIUM,25.985,28.031,22.917,14.0,27.3,304.0,2,0.11607195159997269,0.4527764731604846
0,TSU,14.0,Red Bull Racing,77.013,11.0,SOFT,26.075,27.913,23.025,14.0,27.3,303.0,1,0.12540537814247482,0.2739443250109727
1,ANT,14.0,Mercedes,77.101,12.0,MEDIUM,26.162,27.898,23.041,14.0,27.3,305.0,2,0.11615742039635173,0.4530007142679573
0,ALO,14.0,Aston Martin,77.013,13.0,MEDIUM,26.106,27.986,22.921,14.0,27.3,324.0,2,0.08797137102973693,0.4524111272855748
0,COL,14.0,Alpine,77.074,14.0,SOFT,26.034,27.95,23.09,14.0,27.3,301.0,1,0.12936274111382864,0.2743539213417845
1,GAS,14.0,Alpine,77.317,15.0,MEDIUM,26.224,27.915,23.178,14.0,27.3,297.0,2,0.13037725390541655,0.4538185714539881
0,HUL,14.0,Kick Sauber,77.173,16.0,SOFT,26.407,27.705,23.061,14.0,27.3,303.0,1,0.125971505962166,0.2736507492911511
1,OCO,14.0,Haas F1 Team,77.365,17.0,HARD,26.329,27.919,23.117,14.0,27.3,298.0,3,0.12186600654083833,0.6326177730226715
1,BOR,14.0,Kick Sauber,77.338,18.0,MEDIUM,26.164,28.026,23.148,14.0,27.3,299.0,2,0.12809816443225525,0.4539611018501469
1,BEA,14.0,Haas F1 Team,77.405,19.0,HARD,26.217,28.089,23.099,14.0,27.3,318.0,3,0.09437929528397054,0.6326842171269602
1,STR,14.0,Aston Martin,75.652,20.0,HARD,25.775,26.951,22.926,6.0,27.3,306.0,3,0.1037319370535796,0.5491784391813263
1,PIA,15.0,McLaren,75.349,1.0,MEDIUM,25.48,27.129,22.74,15.0,27.3,295.0,2,0.10748078702700144,0.45899238146003324
1,NOR,15.0,McLaren,75.166,2.0,MEDIUM,25.311,27.114,22.741,15.0,27.3,300.0,2,0.09863443045050656,0.4587792763960669
0,VER,15.0,Red Bull Racing,76.41,3.0,SOFT,25.678,27.693,23.039,15.0,27.3,293.0,1,0.13150035903715668,0.2831690785897723
1,HAD,15.0,Racing Bulls,76.435,4.0,MEDIUM,25.625,27.874,22.936,15.0,27.3,296.0,2,0.12058722021478119,0.4622054762239217
1,LEC,15.0,Ferrari,76.533,5.0,MEDIUM,25.859,27.781,22.893,15.0,27.3,297.0,2,0.11931115255389722,0.4618443013827908
1,RUS,15.0,Mercedes,76.173,6.0,MEDIUM,25.732,27.563,22.878,15.0,27.3,306.0,2,0.10204991544298646,0.460899713230902
1,HAM,15.0,Ferrari,76.371,7.0,MEDIUM,25.851,27.537,22.983,15.0,27.3,298.0,2,0.11571050832493165,0.46147580279354644
1,LAW,15.0,Racing Bulls,76.764,8.0,MEDIUM,25.962,27.639,23.163,15.0,27.3,298.0,2,0.12073500410751775,0.4626464667671257
1,SAI,15.0,Williams,76.728,9.0,MEDIUM,25.884,27.747,23.097,15.0,27.3,297.0,2,0.12202193290168277,0.46265729630787267
1,ALB,15.0,Williams,76.756,10.0,MEDIUM,25.772,27.913,23.071,15.0,27.3,303.0,2,0.11438634570923317,0.4628946676313103
0,TSU,15.0,Red Bull Racing,76.974,11.0,SOFT,25.988,27.81,23.176,15.0,27.3,302.0,1,0.12500419941692384,0.28416489882786444
1,ANT,15.0,Mercedes,76.983,12.0,MEDIUM,26.043,27.797,23.143,15.0,27.3,305.0,2,0.11335801989791415,0.46297712956922843
0,ALO,15.0,Aston Martin,76.838,13.0,MEDIUM,25.892,27.938,23.008,15.0,27.3,318.0,2,0.09343207491310436,0.4625244725282906
0,COL,15.0,Alpine,77.149,14.0,SOFT,26.062,27.792,23.295,15.0,27.3,298.0,1,0.13285947248423216,0.28474010173213554
1,GAS,15.0,Alpine,77.013,15.0,MEDIUM,26.077,27.881,23.055,15.0,27.3,303.0,2,0.1164147619159213,0.46289468906870396
0,HUL,15.0,Kick Sauber,77.26,16.0,SOFT,26.204,27.821,23.235,15.0,27.3,303.0,1,0.1265022199884081,0.2845637501164443
1,OCO,15.0,Haas F1 Team,77.539,17.0,HARD,26.245,27.908,23.386,15.0,27.3,300.0,3,0.12019954705997489,0.6435972627838624
1,BOR,15.0,Kick Sauber,77.365,18.0,MEDIUM,26.141,28.073,23.151,15.0,27.3,299.0,2,0.12677925834049852,0.4640053830879952
1,BEA,15.0,Haas F1 Team,77.345,19.0,HARD,26.333,27.866,23.146,15.0,27.3,312.0,3,0.0997450607086961,0.6422673998635191
1,STR,15.0,Aston Martin,75.952,20.0,HARD,25.793,27.175,22.984,7.0,27.3,306.0,3,0.10604737517192839,0.5600307761017285
1,PIA,16.0,McLaren,75.214,1.0,MEDIUM,25.418,27.048,22.748,16.0,27.3,296.0,2,0.10267086394695513,0.46862976004204115
1,NOR,16.0,McLaren,75.226,2.0,MEDIUM,25.381,27.119,22.726,16.0,27.1,297.0,2,0.10356996522561789,0.4840381777444002
0,VER,16.0,Red Bull Racing,76.197,3.0,SOFT,25.679,27.559,22.959,16.0,27.1,294.0,1,0.12721736844864973,0.3076140214347551
1,HAD,16.0,Racing Bulls,76.267,4.0,MEDIUM,25.605,27.821,22.841,16.0,27.1,300.0,2,0.11274017072335127,0.486773500155899
1,LEC,16.0,Ferrari,76.742,5.0,MEDIUM,25.868,27.773,23.101,16.0,27.1,305.0,2,0.11103072110668112,0.4878452544314781
1,RUS,16.0,Mercedes,76.167,6.0,MEDIUM,25.746,27.558,22.863,16.0,27.1,306.0,2,0.10205799820643736,0.4860501635266735
1,HAM,16.0,Ferrari,76.125,7.0,MEDIUM,25.795,27.358,22.972,16.0,27.1,300.0,2,0.1098653393747697,0.4860413324309836
1,LAW,16.0,Racing Bulls,76.879,8.0,MEDIUM,26.018,27.734,23.127,16.0,27.1,288.0,2,0.13650940195620676,0.4881894473316186
1,SAI,16.0,Williams,76.72,9.0,MEDIUM,25.809,27.787,23.124,16.0,27.1,300.0,2,0.11818768847279061,0.4880353590788633
1,ALB,16.0,Williams,76.553,10.0,MEDIUM,25.759,27.863,22.931,16.0,27.1,308.0,2,0.10455937059341042,0.4872608921621862
0,TSU,16.0,Red Bull Racing,77.358,11.0,SOFT,26.126,27.992,23.24,16.0,27.1,301.0,1,0.1313019711409768,0.310321836736666
1,ANT,16.0,Mercedes,77.224,12.0,MEDIUM,26.129,27.982,23.113,16.0,27.1,303.0,2,0.11930070941963702,0.4887138834524874
1,ALO,16.0,Aston Martin,77.318,13.0,MEDIUM,26.072,28.062,23.184,16.0,27.1,315.0,2,0.1037803907125588,0.48905422963282164
0,COL,16.0,Alpine,78.751,15.0,SOFT,27.505,28.006,23.24,16.0,27.1,260.0,1,0.20237893820809866,0.3117681649466414
1,GAS,16.0,Alpine,77.252,14.0,MEDIUM,26.161,27.745,23.346,16.0,27.1,292.0,2,0.13539304335090835,0.48920947323113834
0,HUL,16.0,Kick Sauber,77.644,16.0,SOFT,26.371,27.986,23.287,16.0,27.1,299.0,1,0.13693643469534794,0.3106784086013623
1,OCO,16.0,Haas F1 Team,77.559,17.0,HARD,26.366,27.869,23.324,16.0,27.1,297.0,3,0.12429070407026882,0.6685415994802691
1,BOR,16.0,Kick Sauber,77.7,18.0,MEDIUM,26.246,28.167,23.287,16.0,27.1,299.0,2,0.13117110698450218,0.4901778415337662
1,BEA,16.0,Haas F1 Team,77.354,19.0,HARD,26.267,28.038,23.049,16.0,27.1,311.0,3,0.101753293543625,0.6675679564845838
1,STR,16.0,Aston Martin,76.201,20.0,HARD,26.036,27.205,22.96,8.0,27.1,307.0,3,0.107016131235483,0.5853596636210872
1,PIA,17.0,McLaren,75.53,1.0,MEDIUM,25.544,27.225,22.761,17.0,27.1,293.0,2,0.11091185687669379,0.49457016725027103
1,NOR,17.0,McLaren,75.474,2.0,MEDIUM,25.549,27.124,22.801,17.0,27.1,298.0,2,0.10297598280086347,0.4943627854788131
0,VER,17.0,Red Bull Racing,76.197,3.0,SOFT,25.677,27.712,22.808,17.0,27.1,293.0,1,0.12675794231194049,0.31732817555969045
1,HAD,17.0,Racing Bulls,76.515,4.0,MEDIUM,25.652,27.922,22.941,17.0,27.1,299.0,2,0.11563604358018548,0.4974669304882262
1,LEC,17.0,Ferrari,76.589,5.0,MEDIUM,25.833,27.712,23.044,17.0,27.1,293.0,2,0.1243884326762657,0.49747398572282425
1,RUS,17.0,Mercedes,76.419,6.0,MEDIUM,25.86,27.618,22.941,17.0,27.1,304.0,2,0.10608683187185881,0.49657337418558334
1,HAM,17.0,Ferrari,76.179,7.0,MEDIUM,25.87,27.371,22.938,17.0,27.1,297.0,2,0.11269488245419625,0.4959187948261274
1,LAW,17.0,Racing Bulls,76.675,8.0,MEDIUM,26.047,27.629,22.999,17.0,27.1,294.0,2,0.12304538449055866,0.49712349767068315
1,SAI,17.0,Williams,76.734,9.0,MEDIUM,25.911,27.83,22.993,17.0,27.1,300.0,2,0.11597596959063512,0.4975432810737566
1,ALB,17.0,Williams,76.588,10.0,MEDIUM,25.768,27.894,22.926,17.0,27.1,308.0,2,0.10318492771226062,0.49723848492584
0,TSU,17.0,Red Bull Racing,76.957,11.0,SOFT,26.248,27.633,23.076,17.0,27.1,306.0,1,0.11602433475328096,0.3183860260422462
1,ANT,17.0,Mercedes,76.97,12.0,MEDIUM,26.312,27.734,22.924,17.0,27.1,320.0,2,0.08858852338324158,0.49685357921013307
1,ALO,17.0,Aston Martin,77.024,13.0,MEDIUM,26.204,27.868,22.952,17.0,27.1,316.0,2,0.09562840002065001,0.4973904355593016
1,GAS,17.0,Alpine,77.243,14.0,MEDIUM,26.047,27.914,23.282,17.0,27.1,301.0,2,0.12112432541685356,0.49913967996077535
0,COL,17.0,Alpine,76.799,15.0,SOFT,26.089,27.806,22.904,17.0,27.1,299.0,1,0.12454122049202541,0.3181753541910227
0,HUL,17.0,Kick Sauber,76.945,16.0,SOFT,26.178,27.836,22.931,17.0,27.1,301.0,1,0.12328197847041562,0.31840477370441245
1,OCO,17.0,Haas F1 Team,77.245,17.0,HARD,26.321,27.65,23.274,17.0,27.1,301.0,3,0.11257160656449378,0.6774622908696779
1,BOR,17.0,Kick Sauber,77.255,18.0,MEDIUM,26.194,28.021,23.04,17.0,27.1,309.0,2,0.10896588567377008,0.49835220068124236
1,BEA,17.0,Haas F1 Team,77.323,19.0,HARD,26.314,28.151,22.858,17.0,27.1,321.0,3,0.084856767273012,0.6768379254889899
1,STR,17.0,Aston Martin,76.154,20.0,HARD,25.946,27.236,22.972,9.0,27.1,304.0,3,0.10930045879453018,0.5954045692592207
1,PIA,18.0,McLaren,75.289,1.0,MEDIUM,25.371,27.176,22.742,18.0,27.1,297.0,2,0.10088040499643601,0.5040776772046327
1,NOR,18.0,McLaren,75.421,2.0,MEDIUM,25.358,27.26,22.803,18.0,27.1,299.0,2,0.09996355596308405,0.5045664849474486
0,VER,18.0,Red Bull Racing,76.156,3.0,SOFT,25.613,27.688,22.855,18.0,27.1,296.0,1,0.12043223522376344,0.3272803887393244
1,HAD,18.0,Racing Bulls,76.378,4.0,MEDIUM,25.691,27.843,22.844,18.0,27.1,296.0,2,0.11594622500431855,0.5067638897502021
1,LEC,18.0,Ferrari,76.265,5.0,MEDIUM,25.844,27.54,22.881,18.0,27.1,295.0,2,0.1150415883381816,0.5061004567755139
1,RUS,18.0,Mercedes,76.395,6.0,MEDIUM,25.782,27.738,22.875,18.0,27.1,306.0,2,0.10143608454649239,0.5064739478757647
1,HAM,18.0,Ferrari,76.028,7.0,MEDIUM,25.716,27.559,22.753,18.0,27.1,299.0,2,0.1065901444304255,0.5054585762295252
1,LAW,18.0,Racing Bulls,76.504,8.0,MEDIUM,26.013,27.553,22.938,18.0,27.1,293.0,2,0.12041191853698499,0.5065174012548996
1,SAI,18.0,Williams,76.614,9.0,MEDIUM,25.944,27.735,22.935,18.0,27.1,293.0,2,0.12229696195310825,0.5070230726016866
1,ALB,18.0,Williams,76.528,10.0,MEDIUM,25.72,27.879,22.929,18.0,27.1,309.0,2,0.09934817937520427,0.5070635169551081
0,TSU,18.0,Red Bull Racing,77.11,11.0,SOFT,26.13,27.918,23.062,18.0,27.2,305.0,1,0.11737537162907621,0.321384358144389
1,ANT,18.0,Mercedes,77.037,12.0,MEDIUM,26.184,27.878,22.975,18.0,27.2,308.0,2,0.10455885329753435,0.49987428889211366
1,ALO,18.0,Aston Martin,79.636,14.0,MEDIUM,25.995,27.991,25.65,18.0,27.2,325.0,2,0.11900537922233177,0.511694107275605
1,GAS,18.0,Alpine,76.779,13.0,MEDIUM,25.948,27.838,22.993,18.0,27.2,302.0,2,0.11074811034240453,0.49979458863902454
0,COL,18.0,Alpine,77.437,15.0,SOFT,26.049,28.148,23.24,18.0,27.2,310.0,1,0.11530238381798995,0.32275366165248287
0,HUL,18.0,Kick Sauber,77.162,16.0,SOFT,26.044,27.912,23.206,18.0,27.2,306.0,1,0.11718982869083647,0.32194035482316596
1,OCO,18.0,Haas F1 Team,77.43,17.0,HARD,26.351,27.794,23.285,18.0,27.2,298.0,3,0.11649144574383027,0.6802528266933068
1,BOR,18.0,Kick Sauber,77.208,18.0,MEDIUM,26.07,28.068,23.07,18.0,27.2,309.0,2,0.10614955320294497,0.5007978371041126
1,BEA,18.0,Haas F1 Team,77.381,19.0,HARD,26.483,27.979,22.919,18.0,27.2,310.0,3,0.09776662242758966,0.6790843388796828
1,STR,18.0,Aston Martin,76.314,20.0,HARD,25.891,27.405,23.018,10.0,27.2,308.0,3,0.10331162771041548,0.5982702579205624
1,PIA,19.0,McLaren,75.487,1.0,MEDIUM,25.482,27.237,22.768,19.0,27.2,296.0,2,0.10171789098038543,0.5066941516028504
1,NOR,19.0,McLaren,75.547,2.0,MEDIUM,25.432,27.309,22.806,19.0,27.2,299.0,2,0.09854066681552648,0.5070082944952033
0,VER,19.0,Red Bull Racing,76.435,3.0,SOFT,25.616,27.848,22.971,19.0,27.2,296.0,1,0.1215704618281782,0.33052302066294237
1,HAD,19.0,Racing Bulls,76.358,4.0,MEDIUM,25.578,27.906,22.874,19.0,27.1,300.0,2,0.10872306410910682,0.5168644252740637
1,LEC,19.0,Ferrari,76.18,5.0,MEDIUM,25.794,27.577,22.809,19.0,27.1,301.0,2,0.10367244850399583,0.5156734243203359
1,RUS,19.0,Mercedes,76.223,6.0,MEDIUM,25.723,27.744,22.756,19.0,27.1,307.0,2,0.09602256662427902,0.5158170048375765
1,HAM,19.0,Ferrari,76.171,7.0,MEDIUM,25.706,27.698,22.767,19.0,27.1,313.0,2,0.08680780492972995,0.5156217987875045
1,LAW,19.0,Racing Bulls,77.021,8.0,MEDIUM,26.018,27.751,23.252,19.0,27.1,296.0,2,0.12167722502976379,0.5183695853642329
1,SAI,19.0,Williams,76.63,9.0,MEDIUM,25.826,27.809,22.995,19.0,27.1,290.0,2,0.1256304157306244,0.5173966402537091
1,ALB,19.0,Williams,76.665,10.0,MEDIUM,25.703,27.986,22.976,19.0,27.1,310.0,2,0.09812926167463701,0.5174739967286743
0,TSU,19.0,Red Bull Racing,80.019,12.0,SOFT,26.257,27.971,25.791,19.0,27.1,306.0,1,0.1566360636553098,0.35124646405715554
1,ANT,19.0,Mercedes,77.489,11.0,MEDIUM,26.534,27.877,23.078,19.0,27.1,309.0,2,0.10689660469542074,0.5180675295093935
1,GAS,19.0,Alpine,77.483,13.0,MEDIUM,26.116,28.152,23.215,19.0,27.1,295.0,2,0.1290389087473942,0.5195031818770381
1,ALO,19.0,Aston Martin,90.437,20.0,HARD,41.609,26.287,22.541,1.0,27.1,325.0,3,0.21331940757185308,0.5197342233102543
0,COL,19.0,Alpine,79.497,14.0,SOFT,26.056,28.015,25.426,19.0,27.1,296.0,1,0.16446584627377941,0.3498099494932036
0,HUL,19.0,Kick Sauber,79.257,16.0,SOFT,26.178,27.844,25.235,19.0,27.1,306.0,1,0.14608432641979135,0.3483521874158365
1,OCO,19.0,Haas F1 Team,77.189,15.0,HARD,26.175,27.79,23.224,19.0,27.1,303.0,3,0.10601433040884464,0.6973571430541412
1,BOR,19.0,Kick Sauber,77.384,17.0,MEDIUM,26.11,28.201,23.073,19.0,27.1,300.0,2,0.12045579120795563,0.5189430674247356
1,BEA,19.0,Haas F1 Team,77.64,18.0,HARD,26.38,28.169,23.091,19.0,27.1,313.0,3,0.09689160893211266,0.6978858130312844
1,STR,19.0,Aston Martin,76.45,19.0,HARD,25.967,27.432,23.051,11.0,27.1,306.0,3,0.10688165424401237,0.6161344552946002
1,PIA,20.0,McLaren,75.602,1.0,MEDIUM,25.436,27.346,22.82,20.0,26.7,297.0,2,0.10530723833154841,0.5554282682696391
1,NOR,20.0,McLaren,75.644,2.0,MEDIUM,25.529,27.229,22.886,20.0,26.7,298.0,2,0.10402781023782882,0.5553981902989413
0,VER,20.0,Red Bull Racing,76.71,3.0,SOFT,25.975,27.679,23.056,20.0,26.7,287.0,1,0.13965532114133342,0.3789325363988736
1,HAD,20.0,Racing Bulls,76.584,4.0,MEDIUM,25.663,27.928,22.993,20.0,26.7,297.0,2,0.11796184243384741,0.5581015462365705
1,LEC,20.0,Ferrari,76.611,5.0,MEDIUM,25.991,27.614,23.006,20.0,26.7,302.0,2,0.10952716651949837,0.5573013592552621
1,RUS,20.0,Mercedes,76.573,6.0,MEDIUM,25.978,27.661,22.934,20.0,26.7,299.0,2,0.11331271551915358,0.557166093231756
1,HAM,20.0,Ferrari,76.561,7.0,MEDIUM,25.935,27.753,22.873,20.0,26.7,308.0,2,0.10045731463959985,0.5570133161132997
1,LAW,20.0,Racing Bulls,77.491,8.0,MEDIUM,26.319,27.923,23.249,20.0,26.7,279.0,2,0.15317879366095816,0.5598638747459089
1,SAI,20.0,Williams,76.933,9.0,MEDIUM,25.959,27.967,23.007,20.0,26.7,298.0,2,0.11990728930916104,0.5584311501213236
1,ALB,20.0,Williams,76.704,10.0,MEDIUM,25.876,27.88,22.948,20.0,26.7,309.0,2,0.1013660961330072,0.5576858964237621
